Open Time,Open,High,Low,Close,Volume,Close Time,Quote Asset Volume,Number of Trades,Taker Buy Base Asset Volume,Taker Buy Quote Asset Volume,Ignore
2022-01-01,46216.93,47954.63,46208.37,47722.65,19604.46325,2022-01-01 23:59:59.999,924155159.5834866,714899,9942.36679,468738711.7901065,0
2022-01-02,47722.66,47990.0,46654.0,47286.18,18340.4604,2022-01-02 23:59:59.999,866610995.5633582,709624,9166.46954,433182392.2819466,0
2022-01-03,47286.18,47570.0,45696.0,46446.1,27662.0771,2022-01-03 23:59:59.999,1292203508.325655,885624,13524.76045,631879430.11428,0
2022-01-04,46446.1,47557.54,45500.0,45832.01,35491.4136,2022-01-04 23:59:59.999,1649170424.1276133,1021815,17689.26808,821725463.0808074,0
2022-01-05,45832.01,47070.0,42500.0,43451.13,51784.11857,2022-01-05 23:59:59.999,2334288544.645448,1478532,23552.9946,1063287226.3571414,0
2022-01-06,43451.14,43816.0,42430.58,43082.31,38880.37305,2022-01-06 23:59:59.999,1674466154.4383326,1150707,19268.82662,829886561.8261453,0
2022-01-07,43082.3,43145.83,40610.0,41566.48,54836.50818,2022-01-07 23:59:59.999,2293851015.4652367,1406635,26519.39261,1109740200.2387211,0
2022-01-08,41566.48,42300.0,40501.0,41679.74,32952.73111,2022-01-08 23:59:59.999,1367233494.8277667,1021908,16462.53747,683155535.4215348,0
2022-01-09,41679.74,42786.7,41200.02,41864.62,22724.39426,2022-01-09 23:59:59.999,952830064.5125849,752733,11399.78979,478046850.277152,0
2022-01-10,41864.62,42248.5,39650.0,41822.49,50729.17019,2022-01-10 23:59:59.999,2088111339.5055964,1250983,24654.54811,1015935553.4027652,0
2022-01-11,41822.49,43100.0,41268.93,42729.29,37296.43729,2022-01-11 23:59:59.999,1574803608.9600787,1015526,18521.95391,782176383.1010936,0
2022-01-12,42729.29,44322.0,42450.0,43902.66,33943.2928,2022-01-12 23:59:59.999,1470906437.7120714,1023902,17584.31885,762205618.815565,0
2022-01-13,43902.65,44500.0,42311.22,42560.11,34910.87762,2022-01-13 23:59:59.999,1515944525.4954948,1036234,17175.40587,746075123.2441132,0
2022-01-14,42558.35,43448.78,41725.95,43059.96,32640.88292,2022-01-14 23:59:59.999,1392000443.3501675,946938,15434.18945,658472386.2432475,0
2022-01-15,43059.96,43800.0,42555.0,43084.29,21936.05616,2022-01-15 23:59:59.999,946488263.5484481,752688,11133.18615,480516487.1849679,0
2022-01-16,43084.29,43475.0,42581.79,43071.66,20602.35271,2022-01-16 23:59:59.999,887203134.0531468,732171,10052.19291,432899939.6738643,0
2022-01-17,43071.66,43176.18,41540.42,42201.62,27562.08613,2022-01-17 23:59:59.999,1169381684.4668436,918029,13448.54192,570690475.9728293,0
2022-01-18,42201.63,42691.0,41250.0,42352.12,29324.08257,2022-01-18 23:59:59.999,1228459687.3994458,905061,14527.82371,608578954.6171259,0
2022-01-19,42352.12,42559.13,41138.56,41660.01,31685.72159,2022-01-19 23:59:59.999,1327478459.1602297,924528,15603.74304,653807601.6725059,0
2022-01-20,41660.0,43505.0,40553.31,40680.91,42330.33953,2022-01-20 23:59:59.999,1784801200.404487,1098761,20201.47991,852629490.2787864,0
2022-01-21,40680.92,41100.0,35440.45,36445.31,88860.891999,2022-01-21 23:59:59.999,3405501703.2219367,2092561,41615.085819,1595831787.700032,0
2022-01-22,36445.31,36835.22,34008.0,35071.42,90471.338961,2022-01-22 23:59:59.999,3207531048.0306516,2099978,42722.278233,1514027491.3203938,0
2022-01-23,35071.42,36499.0,34601.01,36244.55,44279.52354,2022-01-23 23:59:59.999,1572414639.0428774,1142407,22841.39451,811501507.0363061,0
2022-01-24,36244.55,37550.0,32917.17,36660.35,91904.753211,2022-01-24 23:59:59.999,3192041586.10319,1999352,46469.272938,1615890700.8425,0
2022-01-25,36660.35,37545.14,35701.0,36958.32,49232.40183,2022-01-25 23:59:59.999,1799224214.4997392,1248246,24988.42876,913198135.6036831,0
2022-01-26,36958.32,38919.98,36234.63,36809.34,69830.16036,2022-01-26 23:59:59.999,2627491976.6908574,1584468,35240.31542,1326474948.4632242,0
2022-01-27,36807.24,37234.47,35507.01,37160.1,53020.87934,2022-01-27 23:59:59.999,1925920128.3436604,1308408,26750.94594,971815942.2707555,0
2022-01-28,37160.11,38000.0,36155.01,37716.56,42154.26956,2022-01-28 23:59:59.999,1560203931.220128,1061101,21496.47551,795847847.5123422,0
2022-01-29,37716.57,38720.74,37268.44,38166.84,26129.49682,2022-01-29 23:59:59.999,989652386.9966494,816601,13292.42156,503624477.659453,0
2022-01-30,38166.83,38359.26,37351.63,37881.76,21430.66527,2022-01-30 23:59:59.999,812750216.6010319,698593,10798.3846,409620744.0169444,0
2022-01-31,37881.75,38744.0,36632.61,38466.9,36855.2458,2022-01-31 23:59:59.999,1386754529.0295446,936014,18422.26954,693360023.3316519,0
2022-02-01,38466.9,39265.2,38000.0,38694.59,34574.44663,2022-02-01 23:59:59.999,1334266166.7099988,917617,17730.99304,684446571.1793659,0
2022-02-02,38694.59,38855.92,36586.95,36896.36,35794.6813,2022-02-02 23:59:59.999,1353093948.9776013,907905,17251.43687,652533107.6999176,0
2022-02-03,36896.37,37387.0,36250.0,37311.61,32081.10999,2022-02-03 23:59:59.999,1179502838.6566265,848961,16468.10233,605530493.5816588,0
2022-02-04,37311.98,41772.33,37026.73,41574.25,64703.95874,2022-02-04 23:59:59.999,2526572562.058285,1380724,33053.66668,1291953441.5589995,0
2022-02-05,41571.7,41913.69,40843.01,41382.59,32532.34372,2022-02-05 23:59:59.999,1349805515.9300365,1006352,16566.08602,687352854.8254198,0
2022-02-06,41382.6,42656.0,41116.56,42380.87,22405.16704,2022-02-06 23:59:59.999,934168802.8801152,788291,11546.39088,481652514.3718321,0
2022-02-07,42380.87,44500.5,41645.85,43839.99,51060.62006,2022-02-07 23:59:59.999,2204523609.903396,1473274,25457.79986,1099936959.0396457,0
2022-02-08,43839.99,45492.0,42666.0,44042.99,64880.29387,2022-02-08 23:59:59.999,2847485971.4977336,1653350,33004.09337,1448178622.4660032,0
2022-02-09,44043.0,44799.0,43117.92,44372.72,34428.16729,2022-02-09 23:59:59.999,1512500139.1430995,1066395,17115.60108,752210712.4118421,0
2022-02-10,44372.71,45821.0,43174.01,43495.44,62357.29091,2022-02-10 23:59:59.999,2772188373.222783,1541483,30323.12245,1348871895.8677204,0
2022-02-11,43495.44,43920.0,41938.51,42373.73,44975.1687,2022-02-11 23:59:59.999,1937866768.5059533,1169354,22063.76915,950913914.0296428,0
2022-02-12,42373.73,43079.49,41688.88,42217.87,26556.85681,2022-02-12 23:59:59.999,1123136004.7237246,830322,12814.60322,542061655.4291937,0
2022-02-13,42217.87,42760.0,41870.0,42053.66,17732.08113,2022-02-13 23:59:59.999,750533311.6529565,624898,8333.13302,352741586.0597297,0
