Open Time,Open,High,Low,Close,Volume,Close Time,Quote Asset Volume,Number of Trades,Taker Buy Base Asset Volume,Taker Buy Quote Asset Volume,Ignore
2022-01-01 13:00:00,47074.05,47199.67,46935.09,47023.24,454.14412,2022-01-01 13:59:59.999,21373423.4608165,23077,216.57778,10194176.5610146,0
2022-01-01 14:00:00,47023.24,47100.0,46850.18,46926.22,503.6622,2022-01-01 14:59:59.999,23656850.5083971,23020,201.28873,9453983.6681608,0
2022-01-01 15:00:00,46920.01,47491.14,46871.69,47219.04,1515.95305,2022-01-01 15:59:59.999,71605243.7145931,37411,827.63725,39088771.9355186,0
2022-01-01 16:00:00,47219.04,47527.24,47186.07,47268.62,1049.57919,2022-01-01 16:59:59.999,49727146.241104,36116,499.3152,23655863.8397311,0
2022-01-01 17:00:00,47268.61,47954.63,47238.81,47754.48,1320.66577,2022-01-01 17:59:59.999,62917380.6519855,50007,665.48923,31698926.8424552,0
2022-01-01 18:00:00,47754.47,47844.97,47420.0,47560.55,860.76025,2022-01-01 18:59:59.999,40986790.5852016,33471,439.80569,20940504.6674265,0
2022-01-01 19:00:00,47560.54,47611.84,47292.72,47329.78,830.6716,2022-01-01 19:59:59.999,39371494.0751019,34902,446.07002,21139553.6046972,0
2022-01-01 20:00:00,47329.79,47559.03,47250.18,47391.82,717.20792,2022-01-01 20:59:59.999,33997955.140303,26745,418.61643,19840986.4946391,0
2022-01-01 21:00:00,47391.82,47573.05,47268.79,47319.67,809.21927,2022-01-01 21:59:59.999,38367198.6185877,26162,468.13641,22196355.2227278,0
2022-01-01 22:00:00,47319.66,47490.98,47222.22,47440.74,466.47861,2022-01-01 22:59:59.999,22096653.53843,26369,229.44448,10868452.0160555,0
2022-01-01 23:00:00,47440.74,47814.0,47277.77,47722.65,746.28954,2022-01-01 23:59:59.999,35498428.5247211,32737,396.53643,18865191.3206473,0
2022-01-02 00:00:00,47722.66,47750.0,47381.12,47625.3,1082.50817,2022-01-02 00:59:59.999,51510548.660154,32921,544.81807,25926023.5872313,0
2022-01-02 01:00:00,47625.29,47641.83,47315.38,47377.97,465.7536,2022-01-02 01:59:59.999,22096206.48265,24393,232.39924,11024506.7934098,0
2022-01-02 02:00:00,47377.97,47449.56,47275.5,47370.5,452.39245,2022-01-02 02:59:59.999,21431205.7744405,25513,215.80473,10223953.1707854,0
2022-01-02 03:00:00,47370.49,47467.11,47269.47,47329.47,387.25302,2022-01-02 03:59:59.999,18338323.3243754,18986,183.63779,8697281.4324256,0
2022-01-02 04:00:00,47329.47,47415.73,46770.23,46910.3,1259.6882,2022-01-02 04:59:59.999,59314365.8658618,36223,585.93599,27590671.9754769,0
2022-01-02 05:00:00,46910.3,47089.63,46832.08,47081.28,686.20377,2022-01-02 05:59:59.999,32222910.711241,24054,356.83931,16758172.439759,0
2022-01-02 06:00:00,47081.28,47244.0,47011.24,47122.61,528.20197,2022-01-02 06:59:59.999,24892334.120441,19779,299.01836,14091987.1314646,0
2022-01-02 07:00:00,47122.6,47300.0,47087.62,47173.45,544.37433,2022-01-02 07:59:59.999,25684083.1452843,20702,262.37642,12379787.6695086,0
2022-01-02 08:00:00,47173.44,47247.12,46970.05,47222.4,578.28603,2022-01-02 08:59:59.999,27254939.7970782,28390,260.24477,12266444.6361014,0
2022-01-02 09:00:00,47222.4,47499.45,47144.12,47273.24,792.44368,2022-01-02 09:59:59.999,37508111.2813318,30399,404.80037,19159875.1128442,0
2022-01-02 10:00:00,47273.23,47348.34,47140.3,47188.89,390.08901,2022-01-02 10:59:59.999,18437661.8091785,21618,196.35263,9280986.3968033,0
2022-01-02 11:00:00,47188.88,47400.0,47159.57,47235.5,359.02993,2022-01-02 11:59:59.999,16973153.6537593,21474,188.87582,8929688.9012358,0
2022-01-02 12:00:00,47238.89,47447.0,47013.5,47292.95,798.05773,2022-01-02 12:59:59.999,37687789.8911528,32247,361.76746,17083929.3108668,0
2022-01-02 13:00:00,47289.67,47300.86,47090.0,47137.35,580.44121,2022-01-02 13:59:59.999,27379356.5890747,25806,312.89363,14757715.077589,0
2022-01-02 14:00:00,47137.35,47202.39,47020.0,47112.55,617.66611,2022-01-02 14:59:59.999,29105931.9414711,31910,329.04034,15505563.2131016,0
2022-01-02 15:00:00,47112.54,47390.0,47071.27,47340.47,784.16369,2022-01-02 15:59:59.999,37034369.0457993,35285,397.31623,18768284.2179314,0
2022-01-02 16:00:00,47340.47,47886.0,47273.64,47792.3,1367.5695,2022-01-02 16:59:59.999,65059041.5703051,46452,789.72096,37572637.6605326,0
2022-01-02 17:00:00,47792.29,47990.0,47317.46,47401.14,1440.59237,2022-01-02 17:59:59.999,68642927.2657506,49654,660.58946,31482759.0605958,0
2022-01-02 18:00:00,47401.14,47401.14,46654.0,47058.12,1852.33799,2022-01-02 18:59:59.999,87074188.162964,54581,901.09659,42355862.108136,0
2022-01-02 19:00:00,47056.43,47217.1,46851.51,46907.68,937.38607,2022-01-02 19:59:59.999,44050432.7009168,31283,436.68329,20523561.8287665,0
2022-01-02 20:00:00,46907.67,47050.0,46815.17,47007.14,570.22257,2022-01-02 20:59:59.999,26773711.7131363,25337,249.03083,11693858.3398852,0
2022-01-02 21:00:00,47007.14,47187.98,46913.27,47018.03,432.59568,2022-01-02 21:59:59.999,20353215.0017813,21711,216.58568,10190204.4416463,0
2022-01-02 22:00:00,47017.98,47398.99,47014.84,47255.38,683.72196,2022-01-02 22:59:59.999,32298092.8331728,26913,405.25006,19145211.8850308,0
2022-01-02 23:00:00,47255.39,47469.34,47255.38,47286.18,749.48136,2022-01-02 23:59:59.999,35488094.2220376,23993,375.39151,17773425.8908187,0
2022-01-03 00:00:00,47286.18,47289.11,47050.0,47050.08,734.11794,2022-01-03 00:59:59.999,34631424.4858381,29032,381.19435,17983193.0464895,0
2022-01-03 01:00:00,47050.09,47138.78,46950.0,47116.71,628.0558,2022-01-03 01:59:59.999,29545322.6846871,24231,313.68716,14756750.0357933,0
2022-01-03 02:00:00,47116.22,47116.71,46858.44,46999.98,781.70714,2022-01-03 02:59:59.999,36713937.0826582,28474,364.27505,17106439.8866124,0
2022-01-03 03:00:00,46999.98,47084.8,46722.39,46793.26,850.43854,2022-01-03 03:59:59.999,39858845.7268041,28247,432.49171,20267174.3323796,0
2022-01-03 04:00:00,46793.27,46944.77,46750.0,46822.26,688.49875,2022-01-03 04:59:59.999,32259048.5684818,23199,379.83291,17796978.2845638,0
2022-01-03 05:00:00,46822.26,47211.09,46750.13,47078.64,918.62173,2022-01-03 05:59:59.999,43151873.1947783,26773,461.66261,21687109.4259439,0
2022-01-03 06:00:00,47078.64,47100.0,46877.84,46923.75,596.63069,2022-01-03 06:59:59.999,28040771.1944042,23073,295.97578,13909578.6779599,0
2022-01-03 07:00:00,46923.75,47080.0,46852.38,47051.37,635.22586,2022-01-03 07:59:59.999,29829890.6778144,24942,318.83846,14971673.1438381,0
2022-01-03 08:00:00,47051.36,47135.97,46922.27,46978.82,684.64114,2022-01-03 08:59:59.999,32190242.6519163,28436,314.15008,14770155.0574523,0
2022-01-03 09:00:00,46978.81,47109.25,46778.0,46984.55,987.07117,2022-01-03 09:59:59.999,46306909.1171072,33833,487.85317,22889498.0263788,0
2022-01-03 10:00:00,46984.56,47251.19,46981.84,47126.02,1138.98932,2022-01-03 10:59:59.999,53693996.6291637,36191,549.46329,25899146.8773988,0
2022-01-03 11:00:00,47126.02,47431.67,47125.48,47378.0,1451.6891,2022-01-03 11:59:59.999,68664798.5543401,38954,759.24711,35913131.0674459,0
2022-01-03 12:00:00,47378.0,47570.0,47175.01,47194.39,1183.63545,2022-01-03 12:59:59.999,56066096.4329083,44228,578.01569,27387068.5052046,0
2022-01-03 13:00:00,47194.39,47495.96,47127.51,47153.5,813.83783,2022-01-03 13:59:59.999,38467412.1809847,32898,404.96521,19143833.3011708,0
2022-01-03 14:00:00,47153.5,47285.39,46765.0,46874.53,1711.43,2022-01-03 14:59:59.999,80441655.4915601,50675,757.67928,35626009.4142697,0
2022-01-03 15:00:00,46874.53,47018.0,46575.25,46693.45,1754.81723,2022-01-03 15:59:59.999,82124492.1501102,52298,877.87409,41086011.6459006,0
2022-01-03 16:00:00,46693.44,46780.0,46263.29,46482.34,3415.75302,2022-01-03 16:59:59.999,158637726.5163543,80077,1721.42638,79931229.9340742,0
2022-01-03 17:00:00,46482.34,46790.0,46411.78,46577.15,1121.75227,2022-01-03 17:59:59.999,52288357.293249,39281,567.79749,26466519.4693664,0
2022-01-03 18:00:00,46577.16,46740.96,46412.99,46472.73,662.25,2022-01-03 18:59:59.999,30838195.2766663,32003,305.47713,14222899.5739217,0
2022-01-03 19:00:00,46475.6,46645.34,46360.0,46360.01,661.7066,2022-01-03 19:59:59.999,30781303.1139487,27929,337.98922,15720957.9577126,0
2022-01-03 20:00:00,46360.01,46413.47,45696.0,45922.0,3127.50381,2022-01-03 20:59:59.999,143787456.7196272,75059,1450.68943,66677714.6394181,0
2022-01-03 21:00:00,45922.01,46260.44,45811.87,45979.01,1055.66747,2022-01-03 21:59:59.999,48591220.4677769,36692,478.35709,22021036.7760843,0
2022-01-03 22:00:00,45979.01,46439.97,45961.59,46217.9,1002.70049,2022-01-03 22:59:59.999,46324222.0549148,39674,482.29605,22281019.6868291,0
2022-01-03 23:00:00,46217.91,46576.94,46170.64,46446.1,1055.33575,2022-01-03 23:59:59.999,48968310.0595609,29425,503.52171,23364301.3480716,0
2022-01-04 00:00:00,46446.1,46549.19,46150.0,46244.37,1055.75335,2022-01-04 00:59:59.999,48932193.5358603,39084,525.76439,24368704.5437538,0
2022-01-04 01:00:00,46244.37,46404.94,46040.79,46054.99,771.65428,2022-01-04 01:59:59.999,35662580.3276282,30598,380.8834,17600509.0687941,0
2022-01-04 02:00:00,46054.99,46268.72,45934.5,46103.36,1021.46917,2022-01-04 02:59:59.999,47077201.1000119,34666,504.22724,23238633.5952481,0
2022-01-04 03:00:00,46103.36,46383.77,46001.23,46313.97,755.88587,2022-01-04 03:59:59.999,34930544.802562,26480,416.26222,19235487.1546638,0
2022-01-04 04:00:00,46313.96,46411.12,45996.26,46100.14,2070.6589,2022-01-04 04:59:59.999,95550626.6603589,42738,1433.80438,66142033.8619574,0
2022-01-04 05:00:00,46100.14,46292.15,46016.24,46151.66,869.60169,2022-01-04 05:59:59.999,40118489.248705,26977,508.09614,23441481.0211016,0
2022-01-04 06:00:00,46148.23,46390.04,46058.51,46367.53,1240.05303,2022-01-04 06:59:59.999,57357655.2798845,29503,515.36463,23833737.9220435,0
2022-01-04 07:00:00,46367.53,46600.21,46322.09,46550.0,1554.0381,2022-01-04 07:59:59.999,72207539.2542985,37679,747.73455,34747699.4399293,0
2022-01-04 08:00:00,46549.99,46682.06,46385.61,46489.73,1316.31063,2022-01-04 08:59:59.999,61275173.8746794,37675,586.76314,27318601.6788618,0
2022-01-04 09:00:00,46489.72,46599.53,46300.0,46356.21,856.18802,2022-01-04 09:59:59.999,39764326.2854924,29481,378.95353,17604139.7175579,0
2022-01-04 10:00:00,46356.21,46772.41,46300.0,46625.37,1162.38531,2022-01-04 10:59:59.999,54095516.7073777,34161,617.4155,28731859.8961517,0
2022-01-04 11:00:00,46625.37,46765.05,46616.46,46733.77,1351.64824,2022-01-04 11:59:59.999,63122601.3931239,40742,665.87597,31096955.4252663,0
2022-01-04 12:00:00,46733.78,46763.0,46479.25,46641.53,897.32283,2022-01-04 12:59:59.999,41799825.7214511,35094,447.19799,20830644.3332179,0
2022-01-04 13:00:00,46641.52,47069.01,46410.0,46955.22,1511.87787,2022-01-04 13:59:59.999,70755552.3787487,52269,782.92504,36647431.0630383,0
2022-01-04 14:00:00,46955.22,47500.1,46805.54,47333.38,3051.43768,2022-01-04 14:59:59.999,144120144.8011963,72031,1426.89765,67353109.4898549,0
2022-01-04 15:00:00,47336.98,47557.54,46850.05,46925.35,2605.26496,2022-01-04 15:59:59.999,123225257.1601131,67538,1217.0787,57567938.6903979,0
2022-01-04 16:00:00,46925.34,46925.35,46650.0,46767.27,1774.71297,2022-01-04 16:59:59.999,83035484.8862469,53988,930.14291,43515439.3404059,0
2022-01-04 17:00:00,46767.28,46984.99,46522.91,46555.01,782.53703,2022-01-04 17:59:59.999,36619848.5979628,36764,381.33936,17849859.7740121,0
2022-01-04 18:00:00,46555.0,46719.78,45500.0,45750.0,4580.41041,2022-01-04 18:59:59.999,210647730.9460553,91427,2108.19516,96930374.5047132,0
2022-01-04 19:00:00,45750.01,46454.86,45580.99,46052.36,2717.79608,2022-01-04 19:59:59.999,125405157.6413765,69526,1368.13905,63135419.273794,0
2022-01-04 20:00:00,46052.35,46428.27,45957.52,46264.92,1111.32358,2022-01-04 20:59:59.999,51379184.3159309,36535,569.05363,26304977.582664,0
2022-01-04 21:00:00,46264.92,46322.89,46026.75,46221.89,713.51555,2022-01-04 21:59:59.999,32951624.0085397,30041,316.83315,14631557.9526008,0
2022-01-04 22:00:00,46221.89,46262.39,45977.78,46159.91,671.315,2022-01-04 22:59:59.999,30975021.0730867,31149,348.03341,16060819.4857066,0
2022-01-04 23:00:00,46159.91,46159.91,45760.05,45832.01,1048.25305,2022-01-04 23:59:59.999,48161144.1269227,35669,512.28694,23538048.2650726,0
2022-01-05 00:00:00,45832.01,46298.56,45722.21,46271.57,1006.79621,2022-01-05 00:59:59.999,46359307.9972816,36432,507.8024,23382307.4753547,0
2022-01-05 01:00:00,46271.56,46333.22,46111.5,46111.5,726.20925,2022-01-05 01:59:59.999,33573387.5758863,26849,345.34274,15964329.5084772,0
2022-01-05 02:00:00,46111.5,46390.15,46111.5,46296.95,639.23432,2022-01-05 02:59:59.999,29582995.9896742,24714,344.49077,15940035.9004626,0
2022-01-05 03:00:00,46296.96,46549.0,46296.95,46422.55,662.40091,2022-01-05 03:59:59.999,30761543.2595632,27152,366.24122,17008481.8306168,0
2022-01-05 04:00:00,46422.56,46527.39,46350.65,46414.47,508.72042,2022-01-05 04:59:59.999,23620126.1118709,20554,291.62213,13540298.6472457,0
2022-01-05 05:00:00,46419.0,46419.0,46246.01,46302.8,494.64292,2022-01-05 05:59:59.999,22907983.2854294,21691,213.52577,9887153.8470628,0
2022-01-05 06:00:00,46302.79,46466.65,46251.1,46450.0,608.83518,2022-01-05 06:59:59.999,28216032.9918152,26149,276.7191,12826169.6089534,0
2022-01-05 07:00:00,46450.0,46490.2,46333.78,46407.51,572.8358,2022-01-05 07:59:59.999,26581167.5135045,25106,264.69067,12282799.9575086,0
2022-01-05 08:00:00,46407.5,46681.61,46250.49,46642.07,961.44434,2022-01-05 08:59:59.999,44697750.5795301,29485,479.03764,22273539.7284639,0
2022-01-05 09:00:00,46636.78,46949.0,46575.01,46858.94,1536.64847,2022-01-05 09:59:59.999,71869939.4446412,41848,696.73056,32583530.5077353,0
2022-01-05 10:00:00,46858.93,47070.0,46697.79,46818.5,1629.77569,2022-01-05 10:59:59.999,76390709.7371165,42818,881.96113,41341700.1953581,0
2022-01-05 11:00:00,46818.5,46869.25,46110.0,46270.99,1495.93677,2022-01-05 11:59:59.999,69469890.5559735,47453,672.83407,31242658.7939088,0
2022-01-05 12:00:00,46271.0,46348.2,45803.67,46229.99,1882.06245,2022-01-05 12:59:59.999,86768772.3854702,53856,873.18181,40273903.4166186,0
2022-01-05 13:00:00,46229.99,46466.66,46112.59,46440.01,1021.81875,2022-01-05 13:59:59.999,47316373.042898,38631,477.47338,22109853.6882708,0
2022-01-05 14:00:00,46440.0,46822.17,46150.35,46689.52,1923.98717,2022-01-05 14:59:59.999,89391283.8434043,54689,1020.76399,47439693.9535331,0
2022-01-05 15:00:00,46689.52,46822.16,46368.63,46622.53,1228.3942,2022-01-05 15:59:59.999,57263711.5344743,45288,581.19882,27093652.6640678,0
2022-01-05 16:00:00,46622.53,46674.37,46282.05,46301.62,1014.13701,2022-01-05 16:59:59.999,47134729.0018297,35192,480.64201,22342282.9373382,0
2022-01-05 17:00:00,46301.62,46469.66,46001.0,46010.72,1192.45603,2022-01-05 17:59:59.999,55111083.9777187,45304,501.71123,23193079.3928103,0
2022-01-05 18:00:00,46010.72,46365.68,45550.0,45919.92,3668.50105,2022-01-05 18:59:59.999,168106889.8572003,82676,1631.82781,74793037.6467468,0
2022-01-05 19:00:00,45919.93,46118.85,44500.0,44685.93,7383.66525,2022-01-05 19:59:59.999,333701859.6369871,176642,3020.55033,136608043.3734002,0
2022-01-05 20:00:00,44685.93,44847.99,43722.54,43967.01,8054.81116,2022-01-05 20:59:59.999,355951079.3303222,173154,3669.74759,162208074.0327539,0
2022-01-05 21:00:00,43967.01,44331.42,43422.54,43606.37,3844.19955,2022-01-05 21:59:59.999,168440377.1415876,105598,1740.20167,76296323.1638946,0
2022-01-05 22:00:00,43602.49,43815.2,42500.0,43437.05,6856.6407,2022-01-05 22:59:59.999,296204022.0020782,219246,2879.58646,124568951.0795695,0
2022-01-05 23:00:00,43437.04,43709.12,43212.0,43451.13,2869.96497,2022-01-05 23:59:59.999,124867527.8491912,78005,1335.1113,58087325.0069897,0
2022-01-06 00:00:00,43451.14,43772.41,43261.62,43680.94,2221.24911,2022-01-06 00:59:59.999,96687188.4238667,57150,1102.8573,48007765.2050329,0
2022-01-06 01:00:00,43680.94,43816.0,43306.48,43542.69,1908.16444,2022-01-06 01:59:59.999,83198518.2176708,52209,846.49356,36905428.9782108,0
2022-01-06 02:00:00,43542.69,43618.34,43150.05,43259.54,1450.03547,2022-01-06 02:59:59.999,62866097.8830237,44494,699.99478,30348907.3113925,0
2022-01-06 03:00:00,43259.55,43310.69,42803.37,42835.0,2327.84721,2022-01-06 03:59:59.999,100263747.2436402,60432,1097.34016,47267014.7945659,0
2022-01-06 04:00:00,42835.0,43159.17,42600.05,43029.73,3057.2784,2022-01-06 04:59:59.999,131131519.1239522,66722,1534.93455,65833966.4839732,0
2022-01-06 05:00:00,43029.73,43246.37,42800.0,43050.01,1649.15193,2022-01-06 05:59:59.999,71005211.2827387,48730,810.16899,34888828.8385601,0
2022-01-06 06:00:00,43050.0,43231.85,42902.65,43102.28,1265.54726,2022-01-06 06:59:59.999,54472430.9978757,40989,676.4154,29112273.1180964,0
2022-01-06 07:00:00,43102.28,43275.8,42987.73,43245.25,1176.41332,2022-01-06 07:59:59.999,50766629.5303333,38723,680.69393,29375218.984069,0
2022-01-06 08:00:00,43245.26,43273.87,42900.0,43055.41,1527.52833,2022-01-06 08:59:59.999,65796291.3241403,49588,712.96775,30710888.7546876,0
2022-01-06 09:00:00,43055.42,43089.86,42430.58,42597.87,2907.67194,2022-01-06 09:59:59.999,124247657.5839555,78514,1352.51365,57807931.2058707,0
2022-01-06 10:00:00,42597.87,42960.0,42568.22,42878.88,1969.46675,2022-01-06 10:59:59.999,84252846.8023208,57213,917.93889,39267446.6547565,0
2022-01-06 11:00:00,42878.87,42974.21,42677.28,42878.34,1347.12718,2022-01-06 11:59:59.999,57738935.1161418,45196,689.53953,29557633.2590494,0
2022-01-06 12:00:00,42878.33,43077.0,42632.44,43062.76,1642.32739,2022-01-06 12:59:59.999,70325938.3476184,51512,822.24339,35206085.6863905,0
2022-01-06 13:00:00,43062.77,43200.0,42900.0,43150.01,1886.14994,2022-01-06 13:59:59.999,81212538.6151147,57192,934.57707,40239910.5460811,0
2022-01-06 14:00:00,43150.0,43267.09,42761.9,42805.5,2175.95621,2022-01-06 14:59:59.999,93585499.2703734,61542,1056.35146,45436881.1789262,0
2022-01-06 15:00:00,42805.5,43019.71,42666.0,42950.01,1709.80241,2022-01-06 15:59:59.999,73267975.194413,50377,873.2241,37413685.4913228,0
2022-01-06 16:00:00,42950.02,43131.76,42725.09,42882.22,1684.48555,2022-01-06 16:59:59.999,72299071.0946702,45557,870.75126,37381713.3012746,0
2022-01-06 17:00:00,42882.23,43175.66,42790.89,43005.29,1218.07748,2022-01-06 17:59:59.999,52377906.4483049,38940,646.6118,27801522.5376425,0
2022-01-06 18:00:00,43005.3,43400.0,42982.05,43369.04,1267.01944,2022-01-06 18:59:59.999,54716417.656485,42931,690.10145,29805782.1973993,0
2022-01-06 19:00:00,43369.04,43508.78,43224.73,43438.1,1330.94921,2022-01-06 19:59:59.999,57753589.569431,44890,726.63927,31534309.4309054,0
2022-01-06 20:00:00,43438.11,43581.3,43111.57,43221.5,1292.4114,2022-01-06 20:59:59.999,55990963.8988641,40661,649.12926,28122938.4401641,0
2022-01-06 21:00:00,43221.5,43253.29,43066.04,43120.64,779.82229,2022-01-06 21:59:59.999,33664877.3183555,28718,382.10952,16496393.2597144,0
2022-01-06 22:00:00,43120.63,43236.73,43007.81,43180.97,528.19132,2022-01-06 22:59:59.999,22783980.387639,26107,244.92594,10565261.50486,0
2022-01-06 23:00:00,43180.96,43241.41,43053.94,43082.31,557.69907,2022-01-06 23:59:59.999,24060323.1074037,22320,250.30361,10798774.6631994,0
2022-01-07 00:00:00,43082.3,43145.83,42738.0,42788.15,1388.76561,2022-01-07 00:59:59.999,59564798.0758688,40970,652.26739,27975660.6132944,0
2022-01-07 01:00:00,42788.15,43030.5,42785.56,43008.9,699.84938,2022-01-07 01:59:59.999,30043444.5179493,28347,357.18747,15333309.1344747,0
2022-01-07 02:00:00,43008.9,43030.0,42771.59,42799.13,747.90157,2022-01-07 02:59:59.999,32077597.2264851,26800,348.78144,14958004.6275243,0
2022-01-07 03:00:00,42799.12,42827.07,41577.77,41803.11,6273.84627,2022-01-07 03:59:59.999,264228630.947086,145746,2619.09183,110318146.6520513,0
2022-01-07 04:00:00,41803.11,41909.23,41000.0,41700.33,6290.72537,2022-01-07 04:59:59.999,260863926.0058054,126415,2934.70196,121750191.7430149,0
2022-01-07 05:00:00,41700.33,41950.0,41524.94,41851.33,2331.60741,2022-01-07 05:59:59.999,97339628.2550616,57084,1173.12661,48976650.2547729,0
2022-01-07 06:00:00,41851.33,41853.19,41409.95,41529.14,1875.03696,2022-01-07 06:59:59.999,77991537.6924235,53903,934.08848,38851946.0885638,0
2022-01-07 07:00:00,41529.15,41731.36,41206.9,41706.71,2325.13466,2022-01-07 07:59:59.999,96431339.2614776,58314,1171.5591,48586493.2663632,0
2022-01-07 08:00:00,41706.71,42883.47,41607.5,42088.61,3719.93086,2022-01-07 08:59:59.999,156993202.119517,86460,1993.36469,84156645.1139253,0
2022-01-07 09:00:00,42088.61,42628.34,42060.0,42422.56,1591.9884,2022-01-07 09:59:59.999,67500728.0299839,47905,819.55197,34746641.8072515,0
2022-01-07 10:00:00,42422.57,42533.43,42168.0,42172.83,1278.56313,2022-01-07 10:59:59.999,54157124.6194087,41217,692.36761,29327086.5885653,0
2022-01-07 11:00:00,42172.84,42350.73,42161.0,42258.62,1036.72745,2022-01-07 11:59:59.999,43794494.2015247,35081,558.03515,23574178.7082093,0
2022-01-07 12:00:00,42258.62,42500.0,42258.62,42400.0,975.52441,2022-01-07 12:59:59.999,41358090.0771858,34518,498.20704,21121080.2221542,0
2022-01-07 13:00:00,42400.0,42766.17,41200.0,41489.22,5136.68431,2022-01-07 13:59:59.999,215009040.8592484,112950,2488.26771,104254578.2366506,0
2022-01-07 14:00:00,41489.19,42132.98,41398.13,41894.4,2577.29371,2022-01-07 14:59:59.999,107697458.9094506,66058,1221.24439,51031143.7859146,0
2022-01-07 15:00:00,41894.4,41915.36,40610.0,41319.11,5256.54394,2022-01-07 15:59:59.999,216756047.3502863,111338,2326.20381,96013087.2635733,0
2022-01-07 16:00:00,41310.85,42315.85,40917.66,42135.26,4909.62675,2022-01-07 16:59:59.999,203880305.5395315,102507,2657.9396,110412049.4941184,0
2022-01-07 17:00:00,42137.38,42166.86,41749.06,41993.48,1186.96985,2022-01-07 17:59:59.999,49787840.3629092,40541,565.72459,23730964.7510077,0
2022-01-07 18:00:00,41993.68,42000.0,41520.0,41707.64,880.73461,2022-01-07 18:59:59.999,36780502.6248016,35961,434.51919,18147235.607164,0
2022-01-07 19:00:00,41707.04,41898.33,41516.0,41775.38,893.4115,2022-01-07 19:59:59.999,37253252.0349976,33993,491.31651,20486375.1930628,0
2022-01-07 20:00:00,41775.38,42054.0,41597.15,41922.2,1109.53468,2022-01-07 20:59:59.999,46408144.9703139,33876,528.11334,22084315.8330141,0
2022-01-07 21:00:00,41922.19,42035.0,41845.46,41875.01,596.35057,2022-01-07 21:59:59.999,25007497.6950606,24587,273.1607,11455383.0996643,0
2022-01-07 22:00:00,41875.0,41879.42,41350.0,41541.82,973.4074,2022-01-07 22:59:59.999,40546519.7069448,35965,405.27485,16876222.1512243,0
2022-01-07 23:00:00,41541.83,41599.92,41336.82,41566.48,780.34938,2022-01-07 23:59:59.999,32379864.381915,26099,375.29718,15572810.003162,0
2022-01-08 00:00:00,41566.48,42115.2,41558.0,41991.89,1244.69199,2022-01-08 00:59:59.999,52060218.2355283,38100,669.41726,28005875.6319226,0
2022-01-08 01:00:00,41991.89,42246.37,41847.48,41883.41,1168.11943,2022-01-08 01:59:59.999,49120430.0507261,31643,589.63353,24791471.2272481,0
2022-01-08 02:00:00,41883.42,41944.44,41693.42,41882.85,623.26458,2022-01-08 02:59:59.999,26068368.832941,25967,312.73712,13081331.2159615,0
2022-01-08 03:00:00,41882.86,41911.86,41641.27,41810.91,510.16918,2022-01-08 03:59:59.999,21317359.848826,24101,244.98597,10237152.2693082,0
2022-01-08 04:00:00,41810.92,41991.2,41760.0,41900.92,471.07045,2022-01-08 04:59:59.999,19724774.5379616,22396,236.35944,9896821.0109767,0
2022-01-08 05:00:00,41900.92,41999.99,41836.14,41971.7,517.64026,2022-01-08 05:59:59.999,21698280.3630565,21429,263.05818,11026790.2682467,0
